text,label,words,y_pred
1361,涿州北京院子244-730平米别墅16000元享95折,1,涿州 北京 院子 244 - 730 平米 别墅 16000,1
1362,启德第14届教育展专家介绍：张超,3,启德 第 14 届 教育展 专家 介绍 ： 张超,3
1363,湖畔童话燕水湾独栋别墅5300元全款97折(图),1,湖畔 童话 燕 水湾 独栋 别墅 5300 元 全款 97 ,1
1364,视频揭秘《古墓丽影9》新劳拉如何诞生,8,视频 揭秘 《 古墓 丽影 9 》 新劳拉 如何 诞生,8
1365,小麦涨价 海外风暴或变国内细雨,0,小麦 涨价   海外 风暴 或变 国内 细雨,0
1366,忧虑耕地数据失真 国土部要求地方放心上报,1,忧虑 耕地 数据 失真   国土 部 要求 地方 放心 上报,6
1367,赵本山喝河豚汤补身 开始恢复性锻炼,9,赵本山 喝 河豚 汤补身   开始 恢复性 锻炼,9
1368,香港上市公司最新股权变动一览,2,香港 上市公司 最新 股权 变动 一览,2
1369,汽车板块午后明显拉升,2,汽车 板块 午后 明显 拉升,2
1370,日资电子企业齐寻中国对手代工,4,日资 电子 企业 齐寻 中国 对手 代工,7
1371,全球同步降息 A股反弹空间有限,2,全球 同步 降息   A股 反弹 空间 有限,2
1372,基金锁定一年仍然跑赢大盘,0,基金 锁定 一年 仍然 跑 赢 大盘,0
1373,24日行情：47寸全高清液晶速降2000元,4,24 日 行情 ： 47 寸 全高清 液晶 速降 2000 ,4
1374,零口供黑客当庭只认一起案,4,零 口供 黑客 当庭 只认 一起 案,9
1375,12月50ETF遭遇年度最大赎回,0,12 月 50ETF 遭遇 年度 最大 赎回,0
1376,证券期货行业数据中心正式成立,0,证券期货 行业 数据中心 正式 成立,2
1377,顺义鲁能7号院10月底推2期88平起2-3居小高层,1,顺义 鲁能 7 号院 10 月底 推 2 期 88 平起 2,1
1378,宽带无线移动技术满足IP化市场需求,4,宽带 无线 移动 技术 满足 IP 化 市场需求,4
1379,记者直击：奥巴马能否改变美国历史,6,记者 直击 ： 奥巴马 能否 改变 美国 历史,6
1380,北京考试院：目前不能确定法律专业是否重考,3,北京 考试院 ： 目前 不能 确定 法律 专业 是否 重考,3
1381,广东海洋大学2012年研究生招生简章目录书目,3,广东 海洋大学 2012 年 研究生 招生简章 目录 书目,3
1382,32岁女华人留学生身中3枪魂断温哥华,5,32 岁 女 华人 留学生 身中 3 枪魂断 温哥华,3
1383,手机网游《封神online》宅也有礼！,8,手机 网游 《 封神 online 》 宅 也 有 礼 ！,8
1384,姚明或回国参加亚锦赛？ 邓华德：要看他脚踝情况,7,姚明 或 回国 参加 亚锦赛 ？   邓华德 ： 要 看 他,7
1385,家有考生：高考前儿子关起门写小说(图),3,家有 考生 ： 高考 前 儿子 关起门 写 小说 ( 图 ),3
1386,个股普涨节后现补涨行情 后市可能调整,2,个股 普涨 节后 现 补涨 行情   后市 可能 调整,2
1387,奥报称孙祥转会即将泡汤 维也纳巨头解释为何搁浅,7,奥 报称 孙祥 转会 即将 泡汤   维也纳 巨头 解释 为,7
1388,皇马筹措多年收购终启动 齐达内力荐神童被誉梅西二世,7,皇马 筹措 多年 收购 终 启动   齐达内 力荐 神童 被,7
1389,燕郊凤凰国际50平起1-2居小户型在售7300元,1,燕郊 凤凰 国际 50 平起 1 - 2 居 小户型 在售 ,1
1390,家长“高烧”择校“良方”在于消除校际差异,3,家长 “ 高烧 ” 择校 “ 良方 ” 在于 消除 校际 差,3
1391,外管局叫停交易员投机炒作 人民币NDF回落,0,外管局 叫停 交易员 投机 炒作   人民币 NDF 回落,0
1392,短期强势未失有望继续试高,2,短期 强势 未失 有望 继续 试高,0
1393,铁打替补闪光恰是巴萨强大处 红蓝军虽败亦获意外之喜,7,铁打 替补 闪光 恰是 巴萨 强大 处   红蓝 军 虽败 ,7
1394,章子怡游东京男伴是“日本第一王老五”,9,章子怡 游 东京 男伴 是 “ 日本 第一 王老五 ”,9
1395,预告：9月30日留学归国创业精英十年心路,3,预告 ： 9 月 30 日 留学 归国 创业 精英 十年 心,3
1396,契税上调流言莫名起 或是中介阳谋,1,契税 上调 流言 莫名 起   或是 中介 阳谋,2
1397,绝不太监 迅游世界乐趣漫画连载更新,8,绝不 太监   迅游 世界 乐趣 漫画 连载 更新,8
1398,ASUS2011春季赛新增添Dota项目,8,ASUS2011 春季 赛新 增添 Dota 项目,1
1399,组图：蔡依林武汉开唱 激情钢管舞大秀性感,9,组图 ： 蔡依林 武汉 开唱   激情 钢管舞 大秀 性感,9
1400,刘晓忠：画八千亿大饼美国仍难充饥,6,刘晓忠 ： 画 八千 亿 大饼 美国 仍难 充饥,6
1401,孙俪称即使怀孕也不抛弃宠物(图),9,孙俪称 即使 怀孕 也 不 抛弃 宠物 ( 图 ),5
1402,专家提醒：网络“高考试题预测”不可信,3,专家 提醒 ： 网络 “ 高 考试题 预测 ” 不可 信,4
1403,人气上升价格下跌！武汉ipad2现货分期最低3688,4,人气 上升 价格 下跌 ！ 武汉 ipad2 现货 分期 最,0
1404,手游《天劫贰OL》活力免费获得秘诀,8,手游 《 天劫 贰 OL 》 活力 免费 获得 秘诀,8
1405,致《封神online》玩家的一封感谢信,8,致 《 封神 online 》 玩家 的 一封 感谢信,8
1406,洛城四大天王撑起新湖人 8场大战验出1个未改顽疾,7,洛城 四大 天王 撑起 新湖 人   8 场 大战 验出 1,9
1407,19人团伙1年间盗抢耕牛98头受审 主犯获死刑,5,19 人 团伙 1 年间 盗抢 耕牛 98 头 受审   主,5
1408,李光洁：宝贝计划不想过早透露(图),9,李 光洁 ： 宝贝 计划 不想 过早 透露 ( 图 ),8
1409,江苏文联主席痛斥高考作文排斥诗歌,3,江苏 文联 主席 痛斥 高考作文 排斥 诗歌,3
1410,女孩患重症遭父母遗弃 手术因无人签字难进行,5,女孩 患 重症 遭 父母 遗弃   手术 因 无人 签字 难,5
1411,台积电拟招聘3000名工程师,4,台积 电拟 招聘 3000 名 工程师,2
1412,易建联打得强硬却太生硬 他不该丢掉昔日最大法宝,7,易建联 打 得 强硬 却 太 生硬   他 不该 丢掉 昔日,7
1413,网游迎来新盟友 儿童娱乐社区日渐受重,8,网游 迎来 新 盟友   儿童 娱乐社区 日渐 受重,8
1414,技术统计：王一梅发扣拦全面爆发 独得24分冠全场,7,技术 统计 ： 王一梅 发扣 拦 全面 爆发   独得 24,7
1415,考研心得：慎终如始 则无败事,3,考研 心得 ： 慎终如始   则 无 败事,3
1416,伊布6年后首次梅开二度 险被用废的王牌因AC米兰重生,7,伊布 6 年 后 首次 梅开二度   险 被 用 废 的 王,7
1417,高性价比之作 海信42寸液晶不足5000元,4,高性价比 之作   海信 42 寸 液晶 不足 5000 元,4
1418,大摩调升麦德龙股票评级至均配,2,大摩 调升 麦德龙 股票 评级 至均配,2
1419,Big Bang战胜Rain 成为大学生最爱歌手,9,Big   Bang 战胜 Rain   成为 大学生 最 ,5
1420,马天宇魏晨为“神奇”比拼 选秀明星成公益主力,9,马 天宇 魏晨 为 “ 神奇 ” 比拼   选秀 明星 成 ,9
1421,房山北潞尚界现房80平起2-4居清盘起价12800,1,房山 北潞 尚界 现房 80 平起 2 - 4 居 清盘 起,1
1422,目击者称海地一座5层大楼倒塌 市民涌上街头,6,目击者 称 海地 一座 5 层 大楼 倒塌   市民 涌 上,5
1423,美国大陆航空第三季转为亏损,2,美国 大陆 航空 第三季 转为 亏损,6
1424,强制平仓暴露风险 套利交易并非高枕无忧,0,强制 平仓 暴露 风险   套利 交易 并非 高枕无忧,0
1425,快讯：纽约20日黄金期货每盎司上涨6.9美元,0,快讯 ： 纽约 20 日 黄金 期货 每盎司 上涨 6.9 ,2
1426,高凌风婚变求教 琼瑶奉劝感情不能挽回就放手,9,高凌风 婚变 求教   琼瑶 奉劝 感情 不能 挽回 就 放,9
1427,英超恐怖妖刀让希勒叹服连连 联盟从此不只一个托雷斯,7,英超 恐怖 妖刀 让 希勒 叹服 连连   联盟 从此 不 ,7
1428,GTA开发商大作《黑色洛城》发售日公布,8,GTA 开发商 大作 《 黑色 洛城 》 发售日 公布,8
1429,图说PTA20110906,0,图说 PTA20110906,0
1430,台军在金门马祖澎湖兵力将裁撤一半,6,台军 在 金门马祖 澎湖 兵力 将 裁撤 一半,9
1431,驻阿富汗北约部队称空袭炸死至少12名武装分子,6,驻 阿富汗 北约 部队 称 空袭 炸死 至少 12 名 武装,6
1432,4-24和9-19式短命反弹不会重演,2,4 - 24 和 9 - 19 式 短命 反弹 不会 重演,2
1433,支招：高三家长应适当加压给孩子坚持的动力,3,支招 ： 高三 家长 应适当 加压 给 孩子 坚持 的 动力,3
1434,国米VS那不勒斯首发：麦孔复出 蓝黑旧将顶替锋霸,7,国米 VS 那不勒斯 首发 ： 麦孔 复出   蓝黑 旧 将,7
1435,富家子弟飙豪车特卫开道护送(图),5,富家子弟 飙豪车 特卫 开道 护送 ( 图 ),9
1436,热火宣布退役老将回心转意 辅佐Big3他又想再战1年,7,热火 宣布 退役 老将 回心转意   辅佐 Big3 他 又,7
1437,《天子传奇OL》跨服PK赛第一阶段综述,8,《 天子 传奇 OL 》 跨服 PK 赛 第一阶段 综述,8
1438,福布斯评最佳与最差老板 收入与业绩呈反比,4,福布斯 评 最佳 与 最差 老板   收入 与 业绩 呈 反,2
1439,俄总统保镖被曝每人获得价值6500英镑浴缸,6,俄总统 保镖 被 曝 每人 获得 价值 6500 英镑 浴缸,6
1440,私募基金坚定持股过节,0,私募 基金 坚定 持股 过节,0
1441,2011年广东高考提前批录取6日开始,3,2011 年 广东 高考 提前 批 录取 6 日 开始,3
1442,《魔兽世界》将取消钥匙扣系统,8,《 魔兽 世界 》 将 取消 钥匙扣 系统,8
1443,陶晶莹靠一盘青菜征服李李仁(图),9,陶晶莹 靠 一盘 青菜 征服 李李仁 ( 图 ),9
1444,安徽09年“一本”招生高校增至8所,3,安徽 09 年 “ 一本 ” 招生 高校 增至 8 所,3
1445,分析师：中国网游将无法保持快速增长,4,分析师 ： 中国 网游 将 无法 保持 快速增长,8
1446,网友用瓜子壳作画上传微博引关注(组图),5,网友 用 瓜子壳 作画 上传 微 博引 关注 ( 组图 ),5
1447,高晓松：老婆的基本世界观都是我塑造的,9,高晓松 ： 老婆 的 基本 世界观 都 是 我 塑造 的,9
1448,美国释放一名科威特籍关塔那摩囚犯,6,美国 释放 一名 科威特 籍 关塔那摩 囚犯,6
1449,APS-C画幅旗舰单反 宾得K-5机身降价,4,APS - C 画幅 旗舰 单反   宾得 K - 5 机身,4
1450,3月4日美股专家坐堂实录,2,3 月 4 日美股 专家 坐堂 实录,2
1451,俄总统称俄制军火对国外吸引力正在消失,6,俄总统 称俄制 军火 对 国外 吸引力 正在 消失,6
1452,联通称加紧改善G网是发展3G的基础,4,联通 称 加紧 改善 G 网是 发展 3G 的 基础,4
1453,史上最大震幅会否震碎黄金牛市 追多还是放空,0,史上 最大 震幅 会否 震碎 黄金 牛市   追多 还是 放,0
1454,2009年江苏南京中招录取22日结束,3,2009 年 江苏 南京 中招 录取 22 日 结束,3
1455,皮海洲：基金经理薪酬当与业绩挂钩,0,皮 海洲 ： 基金 经理 薪酬 当 与 业绩 挂钩,0
1456,亚洲冠军靠什么击碎百慕大 鲁能独秀谨防07崩盘一幕,7,亚洲 冠军 靠 什么 击碎 百慕大   鲁能 独秀 谨防 0,7
1457,高中起点升本专科数学题易中难比为4：5：1,3,高中 起点升 本专科 数学题 易中难 比为 4 ： 5 ： ,3
1458,刘子歌自言达到参赛目的 下一步赴澳洲训练储存体能,7,刘子 歌自言 达到 参赛 目的   下 一步 赴 澳洲 训练,7
1459,提醒：4月自考生可选择46门非笔试课程,3,提醒 ： 4 月 自 考生 可 选择 46 门非 笔试 课程,3
1460,新浪2010年十佳五星金牌留学顾问：陈静,3,新浪 2010 年 十佳 五星 金牌 留学 顾问 ： 陈静,3
1461,Stifel Nicolas维持新浪买入评级,4,Stifel   Nicolas 维持 新浪 买入 评级,2
1462,核电核能个股近全线飘绿,2,核电 核能 个股 近 全线 飘绿,2
1463,中国人民大学2010年考研成绩查询3月6日开通,3,中国人民大学 2010 年 考研 成绩 查询 3 月 6 日,3
1464,乘客因公交拥挤与人口角被捅死 家属诉公交公司,5,乘客 因 公交 拥挤 与 人口 角 被 捅 死   家属 诉,5
1465,名车神兽大合体《天子传奇OL》新坐骑,8,名车 神兽 大 合体 《 天子 传奇 OL 》 新 坐骑,8
1466,VOLVO中国公开赛万事俱备 成都麓山静待冠军出炉,7,VOLVO 中国 公开赛 万事俱备   成都 麓 山静待 冠,7
1467,国储收购能否托住棉花的底？,0,国储 收购 能否 托住 棉花 的 底 ？,0
1468,英国监管部门满意谷歌隐私保护措施,4,英国 监管部门 满意 谷歌 隐私 保护措施,4
1469,考研复试比拼：高分外校生PK低分本校生,3,考研 复试 比拼 ： 高分 外校 生 PK 低分 本校生,3
1470,名师解读2011年考研英语大纲：难度基本持平,3,名师 解读 2011 年 考研 英语 大纲 ： 难度 基本 ,3
1471,短期调整仍未结束 糖价长线底部初现,0,短期 调整 仍 未 结束   糖价 长线 底部 初现,0
1472,湖北省今年高考招录政策有11处调整 详细解读,3,湖北省 今年 高考 招录 政策 有 11 处 调整   详细,3
1473,蔡依林当评委评校花 高校女生大PK(图),9,蔡依林 当 评委 评 校花   高校 女生 大 PK ( 图,3
1474,信托产品年化收益率达18% 年内募资规模超公募,0,信托 产品 年化 收益率 达 18%   年内 募资 规模 ,0
1475,不要重复他们的故事 过来人高考教训大汇总,3,不要 重复 他们 的 故事   过来人 高考 教训 大 汇总,3
1476,两少年在网上被教唆盗窃十几万元财物,5,两 少年 在 网上 被 教唆 盗窃 十几万元 财物,5
1477,图文：网络下载软件“网络蚂蚁”,4,图文 ： 网络 下载 软件 “ 网络蚂蚁 ”,4
1478,7月上海二手房中档房成交上升 高档房活跃度降,1,7 月 上海 二手房 中档 房 成交 上升   高档 房 活,1
1479,盛大推出新型电子书,4,盛大 推出 新型 电子书,4
1480,重庆一名男子报枪杀案假警被拘留,5,重庆 一名 男子 报 枪杀案 假警 被 拘留,5
1481,CJGameLab总裁：被收购是员工的意愿,8,CJGameLab 总裁 ： 被 收购 是 员工 的 意愿,2
1482,高性价比典范 2000元以下全能长焦DC推荐,4,高性价比 典范   2000 元 以下 全能 长焦 DC 推,4
1483,赵本山出院面色红润 以后不能大笑,9,赵本山 出院 面色 红润   以后 不能 大笑,9
1484,开发商自爆 利润率最高可达200%,1,开发商 自爆   利润率 最高 可达 200%,1
1485,WG凭《Nobody》打入Billboard排行榜(图),9,WG 凭 《 Nobody 》 打入 Billboard 排,9
1486,37倍光学变焦镜头 佳能FS200仅售2099元,4,37 倍 光学 变焦镜头   佳能 FS200 仅售 209,4
1487,海外生存关键词：培养团队合作精神(组图),3,海外 生存 关键词 ： 培养 团队 合作 精神 ( 组图 ),9
1488,畅快淋漓 网游《奇门》轻松升级有妙方,8,畅快 淋漓   网游 《 奇门 》 轻松升级 有 妙方,8
1489,直击：克劳福德进疯狂模式 卡特更猛篮网前板爆棚,7,直击 ： 克劳福德 进 疯狂 模式   卡特 更猛 篮网 前,7
1490,第一上海：彩虹电子业务转型在即 重申持有,2,第一 上海 ： 彩虹 电子 业务 转型 在 即   重申 持,0
1491,CPI成敏感因素 基金操作慎字当头,0,CPI 成 敏感 因素   基金 操作 慎字 当头,0
1492,大赦国际要求德国接收关塔那摩东突囚犯,6,大赦 国际 要求 德国 接收 关塔那摩 东突 囚犯,6
1493,囚犯欲给弟弟捐肾续：手术最快一周后进行,5,囚犯 欲 给 弟弟 捐 肾续 ： 手术 最快 一周 后 进行,6
1494,小红牛匈牙利最后1个使用双层扩散器 圈速提高近1秒,7,小 红牛 匈牙利 最后 1 个 使用 双层 扩散器   圈速,7
1495,网曝名人捐赠物被小学校长截留 当事人被批评,5,网 曝 名人 捐赠 物 被 小学校长 截留   当事人 被 ,9
1496,希腊交通系统发起大规模罢工 首都雅典几近瘫痪,6,希腊 交通系统 发起 大规模 罢工   首都 雅典 几近 瘫,6
1497,WEB《奇幻森林》即日进驻FACEBOOK平台,8,WEB 《 奇幻 森林 》 即日 进驻 FACEBOOK 平,4
1498,最终幻想13删减内容相当于一部游戏,8,最终幻想 13 删减 内容 相当于 一部 游戏,8
1499,院方称员工撇开患者玩游戏事发去年已处分,5,院方 称 员工 撇开 患者 玩游戏 事发 去年 已 处分,5
1500,七旬老翁买农药帮助邻居自杀获刑3年,5,七旬 老翁 买 农药 帮助 邻居 自杀 获刑 3 年,5
1501,小牛下场胜负手竟非德克 联防杀招考验开拓者后场,7,小牛 下场 胜负手 竟非 德克   联防 杀招 考验 开拓者,7
1502,高性价比时尚DC 佳能A2200仅890元,4,高性价比 时尚 DC   佳能 A2200 仅 890 元,4
1503,秃头男加油站内抽烟被劝阻后连开3枪,5,秃头 男 加油站 内 抽烟 被 劝阻 后连开 3 枪,5
1504,你懂的 《蜀无双OL》法宝实力可重置,8,你 懂 的   《 蜀 无双 OL 》 法宝 实力 可 重置,8
